jaar,gebiedcode15,variabele,waarde
2018,B,BEVEENOUDERHH,3
2018,E,BEVEENOUDERHH,6084
2018,F,BEVEENOUDERHH,6872
2018,K,BEVEENOUDERHH,5598
2018,M,BEVEENOUDERHH,6129
2018,Z,BEVEENOUDERHH,
2018,N,BEVEENOUDERHH,5467
2018,T,BEVEENOUDERHH,7598
2010,E,BEVEENOUDERHH_P,7.6
2010,B,BEVEENOUDERHH_P,7.5
2010,A,BEVEENOUDERHH_P,5.7
2010,N,BEVEENOUDERHH_P,11.5
2010,M,BEVEENOUDERHH_P,8.8
2010,K,BEVEENOUDERHH_P,6.8
2010,F,BEVEENOUDERHH_P,9.4
2010,Z,BEVEENOUDERHH_P,
2010,T,BEVEENOUDERHH_P,18
2011,A,BEVEENOUDERHH_P,5.6
2011,M,BEVEENOUDERHH_P,8.8
2011,K,BEVEENOUDERHH_P,6.7
2011,F,BEVEENOUDERHH_P,9.6
2011,E,BEVEENOUDERHH_P,7.6
2011,B,BEVEENOUDERHH_P,1.2
2011,T,BEVEENOUDERHH_P,17.9
2011,Z,BEVEENOUDERHH_P,
2011,N,BEVEENOUDERHH_P,11.7
2012,A,BEVEENOUDERHH_P,5.7
2012,K,BEVEENOUDERHH_P,6.7
2012,F,BEVEENOUDERHH_P,9.6
2012,E,BEVEENOUDERHH_P,7.5
2012,B,BEVEENOUDERHH_P,2.3
2012,T,BEVEENOUDERHH_P,17.9
2012,Z,BEVEENOUDERHH_P,
2012,N,BEVEENOUDERHH_P,11.8
2012,M,BEVEENOUDERHH_P,9
2013,F,BEVEENOUDERHH_P,9.7
2013,E,BEVEENOUDERHH_P,7.4
2013,B,BEVEENOUDERHH_P,2.1
2013,A,BEVEENOUDERHH_P,5.5
2013,Z,BEVEENOUDERHH_P,
2013,T,BEVEENOUDERHH_P,17.6
2013,N,BEVEENOUDERHH_P,11.9
2013,M,BEVEENOUDERHH_P,9
2013,K,BEVEENOUDERHH_P,6.7
2014,A,BEVEENOUDERHH_P,5.5
2014,F,BEVEENOUDERHH_P,9.6
2014,E,BEVEENOUDERHH_P,7.3
2014,B,BEVEENOUDERHH_P,3
2014,Z,BEVEENOUDERHH_P,
2014,T,BEVEENOUDERHH_P,17.7
2014,N,BEVEENOUDERHH_P,11.9
2014,M,BEVEENOUDERHH_P,8.9
2014,K,BEVEENOUDERHH_P,6.7
2015,A,BEVEENOUDERHH_P,5.4
2015,Z,BEVEENOUDERHH_P,
2015,T,BEVEENOUDERHH_P,17.6
2015,N,BEVEENOUDERHH_P,11.8
2015,M,BEVEENOUDERHH_P,8.7
2015,K,BEVEENOUDERHH_P,6.7
2015,F,BEVEENOUDERHH_P,9.6
2015,E,BEVEENOUDERHH_P,7.3
2015,B,BEVEENOUDERHH_P,4.2
2016,E,BEVEENOUDERHH_P,7.2
2016,B,BEVEENOUDERHH_P,2.2
2016,A,BEVEENOUDERHH_P,5.3
2016,N,BEVEENOUDERHH_P,11.9
2016,M,BEVEENOUDERHH_P,8.5
2016,K,BEVEENOUDERHH_P,6.6
2016,F,BEVEENOUDERHH_P,9.5
2016,T,BEVEENOUDERHH_P,17.1
2016,Z,BEVEENOUDERHH_P,
2017,F,BEVEENOUDERHH_P,9.5
2017,E,BEVEENOUDERHH_P,7.3
2017,B,BEVEENOUDERHH_P,2.4
2017,A,BEVEENOUDERHH_P,5.3
2017,Z,BEVEENOUDERHH_P,
2017,T,BEVEENOUDERHH_P,16.8
2017,N,BEVEENOUDERHH_P,11.8
2017,M,BEVEENOUDERHH_P,8.4
2017,K,BEVEENOUDERHH_P,6.7
2018,B,BEVEENOUDERHH_P,3.2
2018,A,BEVEENOUDERHH_P,5.3
2018,T,BEVEENOUDERHH_P,16.5
2018,N,BEVEENOUDERHH_P,11.7
2018,Z,BEVEENOUDERHH_P,
2018,M,BEVEENOUDERHH_P,8.4
2018,K,BEVEENOUDERHH_P,6.7
2018,F,BEVEENOUDERHH_P,9.2
2018,E,BEVEENOUDERHH_P,7.3
2005,A,BEVEGNW,7745
2005,B,BEVEGNW,13
2005,Z,BEVEGNW,
2005,N,BEVEGNW,17276
2005,T,BEVEGNW,32846
2005,E,BEVEGNW,29028
2005,F,BEVEGNW,32438
2005,K,BEVEGNW,13304
2005,M,BEVEGNW,22487
2006,A,BEVEGNW,7774
2006,B,BEVEGNW,14
2006,E,BEVEGNW,27936
2006,F,BEVEGNW,33192
2006,K,BEVEGNW,13092
2006,M,BEVEGNW,21972
2006,Z,BEVEGNW,
2006,N,BEVEGNW,17319
2006,T,BEVEGNW,32121
2007,A,BEVEGNW,7533
2007,B,BEVEGNW,13
2007,E,BEVEGNW,27203
2007,F,BEVEGNW,33486
2007,K,BEVEGNW,13050
2007,M,BEVEGNW,21890
2007,N,BEVEGNW,17399
2007,Z,BEVEGNW,
2007,T,BEVEGNW,31532
2008,Z,BEVEGNW,
2008,A,BEVEGNW,7671
2008,B,BEVEGNW,12
2008,E,BEVEGNW,26260
2008,F,BEVEGNW,33884
2008,K,BEVEGNW,13120
2008,M,BEVEGNW,21678
2008,N,BEVEGNW,17281
2008,T,BEVEGNW,31712
2009,A,BEVEGNW,7274
2009,B,BEVEGNW,10
2009,E,BEVEGNW,25849
2009,F,BEVEGNW,34294
2009,K,BEVEGNW,13892
2009,M,BEVEGNW,22177
2009,N,BEVEGNW,17083
2009,Z,BEVEGNW,
2009,T,BEVEGNW,32174
2010,A,BEVEGNW,7620
2010,B,BEVEGNW,11
2010,E,BEVEGNW,25675
2010,F,BEVEGNW,34965
2010,K,BEVEGNW,13841
2010,M,BEVEGNW,22789
2010,N,BEVEGNW,17155
2010,Z,BEVEGNW,
2010,T,BEVEGNW,32734
2011,A,BEVEGNW,7703
2011,B,BEVEGNW,8
2011,E,BEVEGNW,25429
2011,F,BEVEGNW,35795
2011,K,BEVEGNW,14211
2011,M,BEVEGNW,22983
2011,Z,BEVEGNW,
2011,T,BEVEGNW,32788
2011,N,BEVEGNW,17315
2012,A,BEVEGNW,7652
2012,B,BEVEGNW,13
2012,E,BEVEGNW,25199
2012,F,BEVEGNW,36271
2012,K,BEVEGNW,14419
2012,M,BEVEGNW,23032
2012,N,BEVEGNW,17479
2012,Z,BEVEGNW,
2012,T,BEVEGNW,33010
2013,A,BEVEGNW,7736
2013,B,BEVEGNW,12
2013,E,BEVEGNW,25509
2013,F,BEVEGNW,36570
2013,Z,BEVEGNW,
2013,K,BEVEGNW,13918
2013,M,BEVEGNW,22644
2013,N,BEVEGNW,17568
2013,T,BEVEGNW,33033
2014,A,BEVEGNW,7793
2014,B,BEVEGNW,10
2014,E,BEVEGNW,25274
2014,F,BEVEGNW,36938
2014,Z,BEVEGNW,
2014,T,BEVEGNW,33053
2014,K,BEVEGNW,13966
2014,M,BEVEGNW,22542
2014,N,BEVEGNW,17777
2015,A,BEVEGNW,7916
2015,Z,BEVEGNW,
2015,B,BEVEGNW,9
2015,E,BEVEGNW,24979
2015,F,BEVEGNW,37580
2015,K,BEVEGNW,14311
2015,M,BEVEGNW,22618
2015,N,BEVEGNW,17977
2015,T,BEVEGNW,32926
2016,A,BEVEGNW,8152
2016,B,BEVEGNW,18
2016,E,BEVEGNW,24952
2016,F,BEVEGNW,38432
2016,K,BEVEGNW,14852
2016,M,BEVEGNW,23149
2016,N,BEVEGNW,18233
2016,Z,BEVEGNW,
2016,T,BEVEGNW,33283
2017,A,BEVEGNW,8452
2017,B,BEVEGNW,21
2017,E,BEVEGNW,24993
2017,F,BEVEGNW,39545
2017,Z,BEVEGNW,
2017,K,BEVEGNW,15777
2017,M,BEVEGNW,23763
2017,N,BEVEGNW,18719
2017,T,BEVEGNW,33735
2018,A,BEVEGNW,8954
2018,B,BEVEGNW,30
2018,E,BEVEGNW,25389
2018,F,BEVEGNW,40835
2018,K,BEVEGNW,16791
2018,M,BEVEGNW,24420
2018,Z,BEVEGNW,
2018,N,BEVEGNW,19063
2018,T,BEVEGNW,33699
2005,A,BEVEGWEST,11023
2005,B,BEVEGWEST,35
2005,Z,BEVEGWEST,
2005,T,BEVEGWEST,3677
2005,N,BEVEGWEST,3696
2005,M,BEVEGWEST,6661
2005,K,BEVEGWEST,13905
2005,F,BEVEGWEST,7101
2005,E,BEVEGWEST,10384
2006,A,BEVEGWEST,11288
2006,B,BEVEGWEST,30
2006,T,BEVEGWEST,3498
2006,N,BEVEGWEST,3675
2006,Z,BEVEGWEST,
2006,M,BEVEGWEST,6691
2006,K,BEVEGWEST,13840
2006,F,BEVEGWEST,7089
2006,E,BEVEGWEST,10383
2007,T,BEVEGWEST,3338
2007,Z,BEVEGWEST,
2007,N,BEVEGWEST,3735
2007,M,BEVEGWEST,6799
2007,K,BEVEGWEST,13684
2007,F,BEVEGWEST,7038
2007,E,BEVEGWEST,10352
2007,B,BEVEGWEST,36
2007,A,BEVEGWEST,10781
2008,Z,BEVEGWEST,
2008,T,BEVEGWEST,3464
2008,N,BEVEGWEST,3772
2008,M,BEVEGWEST,7212
2008,K,BEVEGWEST,13961
2008,F,BEVEGWEST,7656
2008,E,BEVEGWEST,10832
2008,B,BEVEGWEST,34
2008,A,BEVEGWEST,11032
2009,A,BEVEGWEST,11568
2009,E,BEVEGWEST,11604
2009,B,BEVEGWEST,34
2009,N,BEVEGWEST,3909
2009,M,BEVEGWEST,7884
2009,K,BEVEGWEST,14420
2009,F,BEVEGWEST,8269
2009,T,BEVEGWEST,3734
2009,Z,BEVEGWEST,
2010,E,BEVEGWEST,12051
2010,B,BEVEGWEST,42
2010,A,BEVEGWEST,11769
2010,N,BEVEGWEST,3981
2010,M,BEVEGWEST,8315
2010,K,BEVEGWEST,14600
2010,F,BEVEGWEST,8616
2010,Z,BEVEGWEST,
2010,T,BEVEGWEST,3944
2011,A,BEVEGWEST,12531
2011,M,BEVEGWEST,8891
2011,K,BEVEGWEST,15156
2011,F,BEVEGWEST,9445
2011,E,BEVEGWEST,12742
2011,B,BEVEGWEST,59
2011,T,BEVEGWEST,4081
2011,Z,BEVEGWEST,
2011,N,BEVEGWEST,4120
2012,A,BEVEGWEST,12589
2012,K,BEVEGWEST,15816
2012,F,BEVEGWEST,9745
2012,E,BEVEGWEST,13093
2012,B,BEVEGWEST,63
2012,T,BEVEGWEST,4501
2012,Z,BEVEGWEST,
2012,N,BEVEGWEST,4311
2012,M,BEVEGWEST,9329
2013,F,BEVEGWEST,10149
2013,E,BEVEGWEST,13402
2013,B,BEVEGWEST,114
2013,A,BEVEGWEST,12744
2013,Z,BEVEGWEST,
2013,T,BEVEGWEST,4640
2013,N,BEVEGWEST,4452
2013,M,BEVEGWEST,9590
2013,K,BEVEGWEST,16244
2014,A,BEVEGWEST,12678
2014,F,BEVEGWEST,10613
2014,E,BEVEGWEST,13722
2014,B,BEVEGWEST,82
2014,Z,BEVEGWEST,
2014,T,BEVEGWEST,4713
2014,N,BEVEGWEST,4734
2014,M,BEVEGWEST,10075
2014,K,BEVEGWEST,16914
2015,A,BEVEGWEST,13098
2015,Z,BEVEGWEST,
2015,T,BEVEGWEST,5050
2015,N,BEVEGWEST,5029
2015,M,BEVEGWEST,10891
2015,K,BEVEGWEST,17910
2015,F,BEVEGWEST,11497
2015,E,BEVEGWEST,14488
2015,B,BEVEGWEST,40
2016,E,BEVEGWEST,15215
2016,B,BEVEGWEST,43
2016,A,BEVEGWEST,13776
2016,N,BEVEGWEST,5488
2016,M,BEVEGWEST,11782
2016,K,BEVEGWEST,19167
2016,F,BEVEGWEST,12589
2016,T,BEVEGWEST,5439
2016,Z,BEVEGWEST,
2017,F,BEVEGWEST,13538
2017,E,BEVEGWEST,16114
2017,B,BEVEGWEST,44
2017,A,BEVEGWEST,14353
2017,Z,BEVEGWEST,
2017,T,BEVEGWEST,5970
2017,N,BEVEGWEST,6002
2017,M,BEVEGWEST,12992
2017,K,BEVEGWEST,20295
2018,B,BEVEGWEST,50
2018,A,BEVEGWEST,15225
2018,T,BEVEGWEST,6324
2018,N,BEVEGWEST,6569
2018,Z,BEVEGWEST,
2018,M,BEVEGWEST,13866
2018,K,BEVEGWEST,21787
2018,F,BEVEGWEST,14958
2018,E,BEVEGWEST,17489
2010,A,BEVGEB,913
2010,B,BEVGEB,4
2010,E,BEVGEB,2127
2010,F,BEVGEB,2029
2010,K,BEVGEB,2012
2010,M,BEVGEB,1992
2010,N,BEVGEB,1120
2010,Z,BEVGEB,
2010,T,BEVGEB,1184
2011,A,BEVGEB,855
2011,B,BEVGEB,1
2011,E,BEVGEB,2166
2011,F,BEVGEB,2014
2011,K,BEVGEB,1953
2011,M,BEVGEB,1892
2011,Z,BEVGEB,
2011,T,BEVGEB,1070
2011,N,BEVGEB,1119
2012,A,BEVGEB,861
2012,B,BEVGEB,2
2012,E,BEVGEB,2219
2012,F,BEVGEB,2011
2012,K,BEVGEB,1946
2012,M,BEVGEB,1793
2012,N,BEVGEB,1065
2012,Z,BEVGEB,
2012,T,BEVGEB,1027
2013,A,BEVGEB,855
2013,B,BEVGEB,1
2013,E,BEVGEB,2151
2013,F,BEVGEB,2046
2013,Z,BEVGEB,
2013,K,BEVGEB,1982
2013,M,BEVGEB,1761
2013,N,BEVGEB,1045
2013,T,BEVGEB,1014
2014,A,BEVGEB,856
2014,B,BEVGEB,2
2014,E,BEVGEB,2246
2014,F,BEVGEB,2050
2014,Z,BEVGEB,
2014,T,BEVGEB,1102
2014,K,BEVGEB,1940
2014,M,BEVGEB,1760
2014,N,BEVGEB,1107
2015,A,BEVGEB,885
2015,Z,BEVGEB,
2015,B,BEVGEB,1
2015,E,BEVGEB,2114
2015,F,BEVGEB,2082
2015,K,BEVGEB,1994
2015,M,BEVGEB,1687
2015,N,BEVGEB,1218
2015,T,BEVGEB,1035
2016,A,BEVGEB,818
2016,B,BEVGEB,1
2016,E,BEVGEB,2057
2016,F,BEVGEB,2092
2016,K,BEVGEB,1961
2016,M,BEVGEB,1739
2016,N,BEVGEB,1192
2016,Z,BEVGEB,1
2016,T,BEVGEB,1044
2017,A,BEVGEB,766
2017,B,BEVGEB,3
2017,E,BEVGEB,2094
2017,F,BEVGEB,2068
2017,Z,BEVGEB,
2017,K,BEVGEB,1846
2017,M,BEVGEB,1720
2017,N,BEVGEB,1242
2017,T,BEVGEB,1022
2010,E,BEVGEHMKINDHH,6878
2010,B,BEVGEHMKINDHH,7
2010,A,BEVGEHMKINDHH,3045
2010,N,BEVGEHMKINDHH,6970
2010,M,BEVGEHMKINDHH,7888
2010,K,BEVGEHMKINDHH,6672
2010,F,BEVGEHMKINDHH,12494
2010,Z,BEVGEHMKINDHH,
2010,T,BEVGEHMKINDHH,4343
2011,A,BEVGEHMKINDHH,3069
2011,M,BEVGEHMKINDHH,8087
2011,K,BEVGEHMKINDHH,6811
2011,F,BEVGEHMKINDHH,12736
2011,E,BEVGEHMKINDHH,6871
2011,B,BEVGEHMKINDHH,5
2011,T,BEVGEHMKINDHH,4320
2011,Z,BEVGEHMKINDHH,
2011,N,BEVGEHMKINDHH,6983
2012,A,BEVGEHMKINDHH,3065
2012,K,BEVGEHMKINDHH,6953
2012,F,BEVGEHMKINDHH,12871
2012,E,BEVGEHMKINDHH,7014
2012,B,BEVGEHMKINDHH,6
2012,T,BEVGEHMKINDHH,4314
2012,Z,BEVGEHMKINDHH,
2012,N,BEVGEHMKINDHH,6940
2012,M,BEVGEHMKINDHH,8155
2013,F,BEVGEHMKINDHH,13013
2013,E,BEVGEHMKINDHH,7050
2013,B,BEVGEHMKINDHH,5
2013,A,BEVGEHMKINDHH,3061
2013,Z,BEVGEHMKINDHH,
2013,T,BEVGEHMKINDHH,4203
2013,N,BEVGEHMKINDHH,6940
2013,M,BEVGEHMKINDHH,8219
2013,K,BEVGEHMKINDHH,7110
2014,A,BEVGEHMKINDHH,3167
2014,F,BEVGEHMKINDHH,13249
2014,E,BEVGEHMKINDHH,7236
2014,B,BEVGEHMKINDHH,5
2014,Z,BEVGEHMKINDHH,
2014,T,BEVGEHMKINDHH,4245
2014,N,BEVGEHMKINDHH,7007
2014,M,BEVGEHMKINDHH,8343
2014,K,BEVGEHMKINDHH,7288
2015,A,BEVGEHMKINDHH,3164
2015,Z,BEVGEHMKINDHH,
2015,T,BEVGEHMKINDHH,4157
2015,N,BEVGEHMKINDHH,7011
2015,M,BEVGEHMKINDHH,8301
2015,K,BEVGEHMKINDHH,7280
2015,F,BEVGEHMKINDHH,13391
2015,E,BEVGEHMKINDHH,7211
2015,B,BEVGEHMKINDHH,5
2016,E,BEVGEHMKINDHH,7203
2016,B,BEVGEHMKINDHH,7
2016,A,BEVGEHMKINDHH,3199
2016,N,BEVGEHMKINDHH,7207
2016,M,BEVGEHMKINDHH,8458
2016,K,BEVGEHMKINDHH,7449
2016,F,BEVGEHMKINDHH,13664
2016,T,BEVGEHMKINDHH,4205
2016,Z,BEVGEHMKINDHH,
2017,F,BEVGEHMKINDHH,13657
2017,E,BEVGEHMKINDHH,7174
2017,B,BEVGEHMKINDHH,7
2017,A,BEVGEHMKINDHH,3232
2017,Z,BEVGEHMKINDHH,
2017,T,BEVGEHMKINDHH,4236
2017,N,BEVGEHMKINDHH,7235
2017,M,BEVGEHMKINDHH,8497
2017,K,BEVGEHMKINDHH,7558
2018,B,BEVGEHMKINDHH,7
2018,A,BEVGEHMKINDHH,3201
2018,T,BEVGEHMKINDHH,4202
2018,N,BEVGEHMKINDHH,7322
2018,Z,BEVGEHMKINDHH,
2018,M,BEVGEHMKINDHH,8635
2018,K,BEVGEHMKINDHH,7653
2018,F,BEVGEHMKINDHH,13753
2018,E,BEVGEHMKINDHH,7100
2010,A,BEVGEHZKINDHH,4198
2010,B,BEVGEHZKINDHH,17
2010,E,BEVGEHZKINDHH,5318
2010,F,BEVGEHZKINDHH,8827
2010,K,BEVGEHZKINDHH,7596
2010,M,BEVGEHZKINDHH,5361
2010,N,BEVGEHZKINDHH,6331
2010,Z,BEVGEHZKINDHH,
2010,T,BEVGEHZKINDHH,3479
2011,A,BEVGEHZKINDHH,4160
2011,B,BEVGEHZKINDHH,12
2011,E,BEVGEHZKINDHH,5238
2011,F,BEVGEHZKINDHH,8759
2011,K,BEVGEHZKINDHH,7490
2011,M,BEVGEHZKINDHH,5378
2011,Z,BEVGEHZKINDHH,
2011,T,BEVGEHZKINDHH,3471
2011,N,BEVGEHZKINDHH,6216
2012,A,BEVGEHZKINDHH,4225
2012,B,BEVGEHZKINDHH,11
2012,E,BEVGEHZKINDHH,5204
2012,F,BEVGEHZKINDHH,8665
2012,K,BEVGEHZKINDHH,7418
2012,M,BEVGEHZKINDHH,5360
2012,N,BEVGEHZKINDHH,6100
2012,Z,BEVGEHZKINDHH,
2012,T,BEVGEHZKINDHH,3450
2013,A,BEVGEHZKINDHH,4319
2013,B,BEVGEHZKINDHH,11
2013,E,BEVGEHZKINDHH,5241
2013,F,BEVGEHZKINDHH,8428
2013,Z,BEVGEHZKINDHH,
2013,K,BEVGEHZKINDHH,7390
2013,M,BEVGEHZKINDHH,5351
2013,N,BEVGEHZKINDHH,6045
2013,T,BEVGEHZKINDHH,3443
2014,A,BEVGEHZKINDHH,4437
2014,B,BEVGEHZKINDHH,9
2014,E,BEVGEHZKINDHH,5371
2014,F,BEVGEHZKINDHH,8481
2014,Z,BEVGEHZKINDHH,
2014,T,BEVGEHZKINDHH,3486
2014,K,BEVGEHZKINDHH,7445
2014,M,BEVGEHZKINDHH,5467
2014,N,BEVGEHZKINDHH,6028
2015,A,BEVGEHZKINDHH,4441
2015,Z,BEVGEHZKINDHH,
2015,B,BEVGEHZKINDHH,6
2015,E,BEVGEHZKINDHH,5294
2015,F,BEVGEHZKINDHH,8367
2015,K,BEVGEHZKINDHH,7420
2015,M,BEVGEHZKINDHH,5480
2015,N,BEVGEHZKINDHH,6059
2015,T,BEVGEHZKINDHH,3519
2016,A,BEVGEHZKINDHH,4534
2016,B,BEVGEHZKINDHH,2
2016,E,BEVGEHZKINDHH,5405
2016,F,BEVGEHZKINDHH,8365
2016,K,BEVGEHZKINDHH,7418
2016,M,BEVGEHZKINDHH,5596
2016,N,BEVGEHZKINDHH,6012
2016,Z,BEVGEHZKINDHH,
2016,T,BEVGEHZKINDHH,3583
2017,A,BEVGEHZKINDHH,4531
2017,B,BEVGEHZKINDHH,2
2017,E,BEVGEHZKINDHH,5419
2017,F,BEVGEHZKINDHH,8362
2017,Z,BEVGEHZKINDHH,
2017,K,BEVGEHZKINDHH,7355
2017,M,BEVGEHZKINDHH,5829
2017,N,BEVGEHZKINDHH,5999
2017,T,BEVGEHZKINDHH,3579
2018,A,BEVGEHZKINDHH,4656
2018,B,BEVGEHZKINDHH,3
2018,E,BEVGEHZKINDHH,5471
2018,F,BEVGEHZKINDHH,8409
2018,K,BEVGEHZKINDHH,7436
2018,M,BEVGEHZKINDHH,5940
2018,Z,BEVGEHZKINDHH,
2018,N,BEVGEHZKINDHH,5873
2018,T,BEVGEHZKINDHH,3563
2010,E,BEVGELIJKINT,6367
2010,B,BEVGELIJKINT,7
2010,A,BEVGELIJKINT,3928
2010,N,BEVGELIJKINT,3557
2010,M,BEVGELIJKINT,5492
2010,K,BEVGELIJKINT,6344
2010,F,BEVGELIJKINT,8499
2010,Z,BEVGELIJKINT,
2010,T,BEVGELIJKINT,5807
2011,A,BEVGELIJKINT,4330
2011,M,BEVGELIJKINT,5473
2011,K,BEVGELIJKINT,6584
2011,F,BEVGELIJKINT,7253
2011,E,BEVGELIJKINT,6367
2011,B,BEVGELIJKINT,4
2011,T,BEVGELIJKINT,5218
2011,Z,BEVGELIJKINT,
2011,N,BEVGELIJKINT,3816
2012,A,BEVGELIJKINT,4146
2012,K,BEVGELIJKINT,6315
2012,F,BEVGELIJKINT,6140
2012,E,BEVGELIJKINT,6277
2012,B,BEVGELIJKINT,2
2012,T,BEVGELIJKINT,4908
2012,Z,BEVGELIJKINT,
2012,N,BEVGELIJKINT,3277
2012,M,BEVGELIJKINT,4778
2013,F,BEVGELIJKINT,6570
2013,E,BEVGELIJKINT,6597
2013,B,BEVGELIJKINT,13
2013,A,BEVGELIJKINT,4017
2013,Z,BEVGELIJKINT,
2013,T,BEVGELIJKINT,4823
2013,N,BEVGELIJKINT,3100
2013,M,BEVGELIJKINT,5287
2013,K,BEVGELIJKINT,6692
2014,A,BEVGELIJKINT,3996
2014,F,BEVGELIJKINT,7654
2014,E,BEVGELIJKINT,6692
2014,B,BEVGELIJKINT,42
2014,Z,BEVGELIJKINT,
2014,T,BEVGELIJKINT,4336
2014,N,BEVGELIJKINT,3000
2014,M,BEVGELIJKINT,5502
2014,K,BEVGELIJKINT,6859
2015,A,BEVGELIJKINT,3897
2015,Z,BEVGELIJKINT,
2015,T,BEVGELIJKINT,4303
2015,N,BEVGELIJKINT,3106
2015,M,BEVGELIJKINT,5578
2015,K,BEVGELIJKINT,7019
2015,F,BEVGELIJKINT,6853
2015,E,BEVGELIJKINT,6363
2015,B,BEVGELIJKINT,1
2016,E,BEVGELIJKINT,5669
2016,B,BEVGELIJKINT,1
2016,A,BEVGELIJKINT,4602
2016,N,BEVGELIJKINT,3351
2016,M,BEVGELIJKINT,6461
2016,K,BEVGELIJKINT,7238
2016,F,BEVGELIJKINT,7506
2016,T,BEVGELIJKINT,4695
2016,Z,BEVGELIJKINT,
2017,F,BEVGELIJKINT,7586
2017,E,BEVGELIJKINT,5939
2017,B,BEVGELIJKINT,5
2017,A,BEVGELIJKINT,3907
2017,Z,BEVGELIJKINT,3
2017,T,BEVGELIJKINT,3675
2017,N,BEVGELIJKINT,2717
2017,M,BEVGELIJKINT,6624
2017,K,BEVGELIJKINT,7170
2010,A,BEVHHMKIND,7656
2010,B,BEVHHMKIND,18
2010,E,BEVHHMKIND,15490
2010,F,BEVHHMKIND,21000
2010,K,BEVHHMKIND,15034
2010,M,BEVHHMKIND,16620
2010,N,BEVHHMKIND,13849
2010,Z,BEVHHMKIND,
2010,T,BEVHHMKIND,14256
2011,A,BEVHHMKIND,7723
2011,B,BEVHHMKIND,9
2011,E,BEVHHMKIND,15793
2011,F,BEVHHMKIND,21575
2011,K,BEVHHMKIND,15348
2011,M,BEVHHMKIND,17219
2011,Z,BEVHHMKIND,
2011,T,BEVHHMKIND,14279
2011,N,BEVHHMKIND,14006
2012,A,BEVHHMKIND,7829
2012,B,BEVHHMKIND,10
2012,E,BEVHHMKIND,16078
2012,F,BEVHHMKIND,21970
2012,K,BEVHHMKIND,15676
2012,M,BEVHHMKIND,17620
2012,N,BEVHHMKIND,14115
2012,Z,BEVHHMKIND,
2012,T,BEVHHMKIND,14359
2013,A,BEVHHMKIND,7811
2013,B,BEVHHMKIND,9
2013,E,BEVHHMKIND,16421
2013,F,BEVHHMKIND,22378
2013,Z,BEVHHMKIND,
2013,K,BEVHHMKIND,16003
2013,M,BEVHHMKIND,17868
2013,N,BEVHHMKIND,14267
2013,T,BEVHHMKIND,14285
2014,A,BEVHHMKIND,7946
2014,B,BEVHHMKIND,8
2014,E,BEVHHMKIND,16621
2014,F,BEVHHMKIND,22692
2014,Z,BEVHHMKIND,
2014,T,BEVHHMKIND,14354
2014,K,BEVHHMKIND,16267
2014,M,BEVHHMKIND,18165
2014,N,BEVHHMKIND,14496
2015,A,BEVHHMKIND,7968
2015,Z,BEVHHMKIND,
2015,B,BEVHHMKIND,10
2015,E,BEVHHMKIND,16777
2015,F,BEVHHMKIND,23082
2015,K,BEVHHMKIND,16423
2015,M,BEVHHMKIND,18285
2015,N,BEVHHMKIND,14775
2015,T,BEVHHMKIND,14309
2016,A,BEVHHMKIND,7929
2016,B,BEVHHMKIND,10
2016,E,BEVHHMKIND,16834
2016,F,BEVHHMKIND,23365
2016,K,BEVHHMKIND,16606
2016,M,BEVHHMKIND,18503
2016,N,BEVHHMKIND,15093
2016,Z,BEVHHMKIND,
2016,T,BEVHHMKIND,14313
2017,A,BEVHHMKIND,7947
2017,B,BEVHHMKIND,10
2017,E,BEVHHMKIND,16851
2017,F,BEVHHMKIND,23554
2017,Z,BEVHHMKIND,
2017,K,BEVHHMKIND,16783
2017,M,BEVHHMKIND,18689
2017,N,BEVHHMKIND,15287
2017,T,BEVHHMKIND,14436
2018,A,BEVHHMKIND,7911
2018,B,BEVHHMKIND,11
2018,E,BEVHHMKIND,16790
2018,F,BEVHHMKIND,23792
2018,K,BEVHHMKIND,16902
2018,M,BEVHHMKIND,19023
2018,Z,BEVHHMKIND,
2018,N,BEVHHMKIND,15515
2018,T,BEVHHMKIND,14377
2010,E,BEVHHMKIND_P,20.1
2010,B,BEVHHMKIND_P,19.4
2010,A,BEVHHMKIND_P,14.5
2010,N,BEVHHMKIND_P,33
2010,M,BEVHHMKIND_P,27
2010,K,BEVHHMKIND_P,18.9
2010,F,BEVHHMKIND_P,33
2010,Z,BEVHHMKIND_P,
2010,T,BEVHHMKIND_P,35.1
2011,A,BEVHHMKIND_P,14.5
2011,M,BEVHHMKIND_P,27.1
2011,K,BEVHHMKIND_P,19.1
2011,F,BEVHHMKIND_P,33.4
2011,E,BEVHHMKIND_P,20.2
2011,B,BEVHHMKIND_P,10.7
2011,T,BEVHHMKIND_P,34.9
2011,Z,BEVHHMKIND_P,
2011,N,BEVHHMKIND_P,33.4
2012,A,BEVHHMKIND_P,14.6
2012,K,BEVHHMKIND_P,19.4
2012,F,BEVHHMKIND_P,33.4
2012,E,BEVHHMKIND_P,20.4
2012,B,BEVHHMKIND_P,11.6
2012,T,BEVHHMKIND_P,34.5
2012,Z,BEVHHMKIND_P,
2012,N,BEVHHMKIND_P,33.4
2012,M,BEVHHMKIND_P,27.5
2013,F,BEVHHMKIND_P,33.6
2013,E,BEVHHMKIND_P,20.3
2013,B,BEVHHMKIND_P,9.5
2013,A,BEVHHMKIND_P,14.4
2013,Z,BEVHHMKIND_P,
