jaar,gebiedcode15,variabele,waarde
2015,DX12,BEVONGEHZKINDHH,5703
2015,DX13,BEVONGEHZKINDHH,2495
2015,DX10,BEVONGEHZKINDHH,3836
2015,DX09,BEVONGEHZKINDHH,1861
2015,DX07,BEVONGEHZKINDHH,1424
2015,DX20,BEVONGEHZKINDHH,1098
2015,DX14,BEVONGEHZKINDHH,2698
2015,DX17,BEVONGEHZKINDHH,1014
2015,DX16,BEVONGEHZKINDHH,786
2015,DX18,BEVONGEHZKINDHH,1245
2015,DX15,BEVONGEHZKINDHH,1967
2015,DX19,BEVONGEHZKINDHH,926
2015,DX22,BEVONGEHZKINDHH,1120
2015,DX21,BEVONGEHZKINDHH,1089
2015,DX02,BEVONGEHZKINDHH,3273
2015,DX01,BEVONGEHZKINDHH,3669
2015,DX04,BEVONGEHZKINDHH,2545
2015,DX03,BEVONGEHZKINDHH,2714
2015,DX06,BEVONGEHZKINDHH,1490
2015,DX05,BEVONGEHZKINDHH,6247
2016,DX16,BEVONGEHZKINDHH,839
2016,DX15,BEVONGEHZKINDHH,2163
2016,DX17,BEVONGEHZKINDHH,1048
2016,DX13,BEVONGEHZKINDHH,2663
2016,DX14,BEVONGEHZKINDHH,2727
2016,DX18,BEVONGEHZKINDHH,1271
2016,DX19,BEVONGEHZKINDHH,951
2016,DX22,BEVONGEHZKINDHH,1118
2016,DX20,BEVONGEHZKINDHH,1120
2016,DX21,BEVONGEHZKINDHH,1122
2016,DX05,BEVONGEHZKINDHH,6427
2016,DX01,BEVONGEHZKINDHH,3702
2016,DX03,BEVONGEHZKINDHH,2812
2016,DX04,BEVONGEHZKINDHH,2776
2016,DX02,BEVONGEHZKINDHH,3432
2016,DX11,BEVONGEHZKINDHH,1248
2016,DX10,BEVONGEHZKINDHH,3841
2016,DX07,BEVONGEHZKINDHH,1464
2016,DX12,BEVONGEHZKINDHH,5928
2016,DX06,BEVONGEHZKINDHH,1595
2016,DX08,BEVONGEHZKINDHH,833
2016,DX09,BEVONGEHZKINDHH,1983
2016,ZX99,BEVONGEHZKINDHH,6
2017,DX03,BEVONGEHZKINDHH,2796
2017,DX02,BEVONGEHZKINDHH,3510
2017,DX04,BEVONGEHZKINDHH,2727
2017,DX01,BEVONGEHZKINDHH,3697
2017,DX06,BEVONGEHZKINDHH,1531
2017,DX08,BEVONGEHZKINDHH,863
2017,DX05,BEVONGEHZKINDHH,6613
2017,DX09,BEVONGEHZKINDHH,2169
2017,DX07,BEVONGEHZKINDHH,1491
2017,DX10,BEVONGEHZKINDHH,3888
2017,DX12,BEVONGEHZKINDHH,5936
2017,DX13,BEVONGEHZKINDHH,2741
2017,DX15,BEVONGEHZKINDHH,2278
2017,DX16,BEVONGEHZKINDHH,908
2017,DX17,BEVONGEHZKINDHH,1200
2017,DX14,BEVONGEHZKINDHH,2936
2017,DX11,BEVONGEHZKINDHH,1462
2017,DX20,BEVONGEHZKINDHH,1193
2017,DX22,BEVONGEHZKINDHH,1139
2017,DX21,BEVONGEHZKINDHH,1184
2017,DX19,BEVONGEHZKINDHH,1086
2017,DX18,BEVONGEHZKINDHH,1320
2017,ZX99,BEVONGEHZKINDHH,4
2018,DX03,BEVONGEHZKINDHH,2901
2018,DX05,BEVONGEHZKINDHH,6834
2018,DX02,BEVONGEHZKINDHH,3570
2018,DX06,BEVONGEHZKINDHH,1521
2018,DX08,BEVONGEHZKINDHH,851
2018,DX07,BEVONGEHZKINDHH,1531
2018,DX04,BEVONGEHZKINDHH,2767
2018,DX01,BEVONGEHZKINDHH,3898
2018,ZX99,BEVONGEHZKINDHH,10
2018,DX15,BEVONGEHZKINDHH,2269
2018,DX14,BEVONGEHZKINDHH,2978
2018,DX11,BEVONGEHZKINDHH,1578
2018,DX09,BEVONGEHZKINDHH,2440
2018,DX12,BEVONGEHZKINDHH,6256
2018,DX10,BEVONGEHZKINDHH,3874
2018,DX13,BEVONGEHZKINDHH,2718
2018,DX18,BEVONGEHZKINDHH,1414
2018,DX20,BEVONGEHZKINDHH,1160
2018,DX16,BEVONGEHZKINDHH,1045
2018,DX19,BEVONGEHZKINDHH,1102
2018,DX17,BEVONGEHZKINDHH,1207
2018,DX22,BEVONGEHZKINDHH,1119
2018,DX21,BEVONGEHZKINDHH,1253
2010,DX02,BEVOPLHOOG_P,56
2010,DX03,BEVOPLHOOG_P,45
2010,DX01,BEVOPLHOOG_P,56
2010,DX15,BEVOPLHOOG_P,44
2010,DX11,BEVOPLHOOG_P,42
2010,DX17,BEVOPLHOOG_P,17
2010,DX14,BEVOPLHOOG_P,43
2010,DX13,BEVOPLHOOG_P,40
2010,DX16,BEVOPLHOOG_P,48
2010,DX12,BEVOPLHOOG_P,49
2010,DX10,BEVOPLHOOG_P,56
2010,DX09,BEVOPLHOOG_P,28
2010,DX04,BEVOPLHOOG_P,31
2010,DX07,BEVOPLHOOG_P,19
2010,DX08,BEVOPLHOOG_P,30
2010,DX06,BEVOPLHOOG_P,17
2010,DX05,BEVOPLHOOG_P,48
2010,DX19,BEVOPLHOOG_P,22
2010,DX18,BEVOPLHOOG_P,22
2010,DX21,BEVOPLHOOG_P,18
2010,DX20,BEVOPLHOOG_P,15
2010,DX22,BEVOPLHOOG_P,20
2010,ZX99,BEVOPLHOOG_P,20
2011,DX01,BEVOPLHOOG_P,56
2011,DX16,BEVOPLHOOG_P,47
2011,DX21,BEVOPLHOOG_P,19
2011,DX20,BEVOPLHOOG_P,16
2011,DX19,BEVOPLHOOG_P,23
2011,DX17,BEVOPLHOOG_P,17
2011,DX22,BEVOPLHOOG_P,20
2011,DX18,BEVOPLHOOG_P,22
2011,DX12,BEVOPLHOOG_P,49
2011,DX11,BEVOPLHOOG_P,43
2011,DX15,BEVOPLHOOG_P,44
2011,DX14,BEVOPLHOOG_P,43
2011,DX09,BEVOPLHOOG_P,29
2011,DX13,BEVOPLHOOG_P,41
2011,DX10,BEVOPLHOOG_P,57
2011,DX05,BEVOPLHOOG_P,49
2011,DX04,BEVOPLHOOG_P,32
2011,DX08,BEVOPLHOOG_P,30
2011,DX06,BEVOPLHOOG_P,17
2011,DX03,BEVOPLHOOG_P,46
2011,DX02,BEVOPLHOOG_P,56
2011,DX07,BEVOPLHOOG_P,20
2011,ZX99,BEVOPLHOOG_P,15
2012,DX08,BEVOPLHOOG_P,29
2012,DX09,BEVOPLHOOG_P,29
2012,DX05,BEVOPLHOOG_P,49
2012,DX03,BEVOPLHOOG_P,47
2012,DX06,BEVOPLHOOG_P,18
2012,DX07,BEVOPLHOOG_P,20
2012,DX04,BEVOPLHOOG_P,33
2012,DX01,BEVOPLHOOG_P,57
2012,DX02,BEVOPLHOOG_P,56
2012,DX19,BEVOPLHOOG_P,23
2012,DX21,BEVOPLHOOG_P,19
2012,DX20,BEVOPLHOOG_P,17
2012,DX18,BEVOPLHOOG_P,24
2012,DX17,BEVOPLHOOG_P,17
2012,DX22,BEVOPLHOOG_P,20
2012,DX10,BEVOPLHOOG_P,59
2012,DX12,BEVOPLHOOG_P,50
2012,DX13,BEVOPLHOOG_P,42
2012,DX16,BEVOPLHOOG_P,46
2012,DX11,BEVOPLHOOG_P,45
2012,DX15,BEVOPLHOOG_P,46
2012,DX14,BEVOPLHOOG_P,44
2012,ZX99,BEVOPLHOOG_P,14
2013,DX20,BEVOPLHOOG_P,17
2013,DX15,BEVOPLHOOG_P,47
2013,DX17,BEVOPLHOOG_P,19
2013,DX16,BEVOPLHOOG_P,46
2013,DX21,BEVOPLHOOG_P,20
2013,DX19,BEVOPLHOOG_P,23
2013,DX18,BEVOPLHOOG_P,25
2013,DX11,BEVOPLHOOG_P,46
2013,DX13,BEVOPLHOOG_P,44
2013,DX10,BEVOPLHOOG_P,59
2013,DX12,BEVOPLHOOG_P,51
2013,DX09,BEVOPLHOOG_P,30
2013,DX14,BEVOPLHOOG_P,45
2013,DX01,BEVOPLHOOG_P,58
2013,DX06,BEVOPLHOOG_P,18
2013,DX08,BEVOPLHOOG_P,30
2013,DX05,BEVOPLHOOG_P,49
2013,DX04,BEVOPLHOOG_P,34
2013,DX03,BEVOPLHOOG_P,47
2013,DX02,BEVOPLHOOG_P,56
2013,DX07,BEVOPLHOOG_P,21
2013,DX22,BEVOPLHOOG_P,21
2013,ZX99,BEVOPLHOOG_P,
2014,DX01,BEVOPLHOOG_P,58
2014,DX02,BEVOPLHOOG_P,57
2014,DX21,BEVOPLHOOG_P,20
2014,DX17,BEVOPLHOOG_P,19
2014,DX16,BEVOPLHOOG_P,47
2014,DX20,BEVOPLHOOG_P,18
2014,DX22,BEVOPLHOOG_P,21
2014,DX18,BEVOPLHOOG_P,25
2014,DX19,BEVOPLHOOG_P,24
2014,DX11,BEVOPLHOOG_P,46
2014,DX15,BEVOPLHOOG_P,48
2014,DX13,BEVOPLHOOG_P,45
2014,DX10,BEVOPLHOOG_P,60
2014,DX12,BEVOPLHOOG_P,52
2014,DX14,BEVOPLHOOG_P,46
2014,DX05,BEVOPLHOOG_P,50
2014,DX03,BEVOPLHOOG_P,48
2014,DX06,BEVOPLHOOG_P,18
2014,DX09,BEVOPLHOOG_P,30
2014,DX04,BEVOPLHOOG_P,36
2014,DX07,BEVOPLHOOG_P,21
2014,DX08,BEVOPLHOOG_P,30
2014,ZX99,BEVOPLHOOG_P,
2015,ZX99,BEVOPLHOOG_P,
2015,DX05,BEVOPLHOOG_P,53
2015,DX06,BEVOPLHOOG_P,19
2015,DX02,BEVOPLHOOG_P,62
2015,DX04,BEVOPLHOOG_P,38
2015,DX03,BEVOPLHOOG_P,54
2015,DX01,BEVOPLHOOG_P,60
2015,DX22,BEVOPLHOOG_P,23
2015,DX21,BEVOPLHOOG_P,21
2015,DX16,BEVOPLHOOG_P,50
2015,DX20,BEVOPLHOOG_P,19
2015,DX18,BEVOPLHOOG_P,28
2015,DX14,BEVOPLHOOG_P,49
2015,DX17,BEVOPLHOOG_P,21
2015,DX15,BEVOPLHOOG_P,50
2015,DX19,BEVOPLHOOG_P,25
2015,DX09,BEVOPLHOOG_P,37
2015,DX10,BEVOPLHOOG_P,61
2015,DX08,BEVOPLHOOG_P,30
2015,DX12,BEVOPLHOOG_P,57
2015,DX11,BEVOPLHOOG_P,50
2015,DX07,BEVOPLHOOG_P,23
2015,DX13,BEVOPLHOOG_P,49
2016,DX10,BEVOPLHOOG_P,64
2016,DX12,BEVOPLHOOG_P,58
2016,DX07,BEVOPLHOOG_P,23
2016,DX09,BEVOPLHOOG_P,36
2016,DX11,BEVOPLHOOG_P,51
2016,DX06,BEVOPLHOOG_P,20
2016,DX08,BEVOPLHOOG_P,36
2016,DX05,BEVOPLHOOG_P,56
2016,DX04,BEVOPLHOOG_P,39
2016,DX03,BEVOPLHOOG_P,54
2016,DX02,BEVOPLHOOG_P,60
2016,DX01,BEVOPLHOOG_P,63
2016,DX22,BEVOPLHOOG_P,22
2016,DX21,BEVOPLHOOG_P,22
2016,DX20,BEVOPLHOOG_P,18
2016,DX19,BEVOPLHOOG_P,28
2016,DX15,BEVOPLHOOG_P,52
2016,DX17,BEVOPLHOOG_P,23
2016,DX16,BEVOPLHOOG_P,50
2016,DX14,BEVOPLHOOG_P,49
2016,DX13,BEVOPLHOOG_P,51
2016,DX18,BEVOPLHOOG_P,29
2016,ZX99,BEVOPLHOOG_P,
2010,DX20,BEVOPLLAAG_P,47
2010,DX18,BEVOPLLAAG_P,45
2010,DX22,BEVOPLLAAG_P,37
2010,DX21,BEVOPLLAAG_P,43
2010,DX19,BEVOPLLAAG_P,40
2010,DX06,BEVOPLLAAG_P,48
2010,DX04,BEVOPLLAAG_P,37
2010,DX09,BEVOPLLAAG_P,36
2010,DX07,BEVOPLLAAG_P,41
2010,DX08,BEVOPLLAAG_P,29
2010,DX05,BEVOPLLAAG_P,21
2010,DX10,BEVOPLLAAG_P,15
2010,DX15,BEVOPLLAAG_P,22
2010,DX16,BEVOPLLAAG_P,19
2010,DX17,BEVOPLLAAG_P,43
2010,DX14,BEVOPLLAAG_P,27
2010,DX12,BEVOPLLAAG_P,19
2010,DX13,BEVOPLLAAG_P,29
2010,DX11,BEVOPLLAAG_P,20
2010,DX03,BEVOPLLAAG_P,23
2010,DX01,BEVOPLLAAG_P,11
2010,DX02,BEVOPLLAAG_P,15
2010,ZX99,BEVOPLLAAG_P,41
2011,DX04,BEVOPLLAAG_P,37
2011,DX03,BEVOPLLAAG_P,23
2011,DX06,BEVOPLLAAG_P,48
2011,DX05,BEVOPLLAAG_P,21
2011,DX07,BEVOPLLAAG_P,40
2011,DX08,BEVOPLLAAG_P,29
2011,DX02,BEVOPLLAAG_P,15
2011,DX11,BEVOPLLAAG_P,20
2011,DX12,BEVOPLLAAG_P,18
2011,DX15,BEVOPLLAAG_P,21
2011,DX10,BEVOPLLAAG_P,15
2011,DX09,BEVOPLLAAG_P,35
2011,DX13,BEVOPLLAAG_P,28
2011,DX14,BEVOPLLAAG_P,26
2011,DX21,BEVOPLLAAG_P,43
2011,DX19,BEVOPLLAAG_P,38
2011,DX17,BEVOPLLAAG_P,42
2011,DX16,BEVOPLLAAG_P,21
2011,DX22,BEVOPLLAAG_P,37
2011,DX18,BEVOPLLAAG_P,45
2011,DX20,BEVOPLLAAG_P,44
2011,DX01,BEVOPLLAAG_P,11
2011,ZX99,BEVOPLLAAG_P,37
2012,DX11,BEVOPLLAAG_P,18
2012,DX16,BEVOPLLAAG_P,22
2012,DX13,BEVOPLLAAG_P,28
2012,DX10,BEVOPLLAAG_P,13
2012,DX14,BEVOPLLAAG_P,26
2012,DX12,BEVOPLLAAG_P,18
2012,DX15,BEVOPLLAAG_P,20
2012,DX17,BEVOPLLAAG_P,42
2012,DX22,BEVOPLLAAG_P,37
2012,DX21,BEVOPLLAAG_P,41
2012,DX19,BEVOPLLAAG_P,37
2012,DX18,BEVOPLLAAG_P,43
2012,DX20,BEVOPLLAAG_P,42
2012,DX02,BEVOPLLAAG_P,15
2012,DX01,BEVOPLLAAG_P,11
2012,DX07,BEVOPLLAAG_P,40
2012,DX09,BEVOPLLAAG_P,33
2012,DX05,BEVOPLLAAG_P,21
2012,DX04,BEVOPLLAAG_P,35
2012,DX08,BEVOPLLAAG_P,29
2012,DX06,BEVOPLLAAG_P,46
2012,DX03,BEVOPLLAAG_P,23
2012,ZX99,BEVOPLLAAG_P,56
2013,DX22,BEVOPLLAAG_P,37
2013,DX08,BEVOPLLAAG_P,28
2013,DX02,BEVOPLLAAG_P,14
2013,DX04,BEVOPLLAAG_P,34
2013,DX05,BEVOPLLAAG_P,21
2013,DX07,BEVOPLLAAG_P,39
2013,DX03,BEVOPLLAAG_P,22
2013,DX06,BEVOPLLAAG_P,45
2013,DX01,BEVOPLLAAG_P,11
2013,DX14,BEVOPLLAAG_P,25
2013,DX13,BEVOPLLAAG_P,27
2013,DX09,BEVOPLLAAG_P,32
2013,DX12,BEVOPLLAAG_P,17
2013,DX10,BEVOPLLAAG_P,13
2013,DX11,BEVOPLLAAG_P,18
2013,DX20,BEVOPLLAAG_P,40
2013,DX18,BEVOPLLAAG_P,40
2013,DX21,BEVOPLLAAG_P,40
2013,DX16,BEVOPLLAAG_P,21
2013,DX17,BEVOPLLAAG_P,40
2013,DX19,BEVOPLLAAG_P,37
2013,DX15,BEVOPLLAAG_P,19
2013,ZX99,BEVOPLLAAG_P,
2014,DX07,BEVOPLLAAG_P,37
2014,DX05,BEVOPLLAAG_P,20
2014,DX06,BEVOPLLAAG_P,44
2014,DX03,BEVOPLLAAG_P,21
2014,DX04,BEVOPLLAAG_P,32
2014,DX08,BEVOPLLAAG_P,28
2014,DX09,BEVOPLLAAG_P,32
2014,DX10,BEVOPLLAAG_P,12
2014,DX11,BEVOPLLAAG_P,18
2014,DX15,BEVOPLLAAG_P,18
2014,DX12,BEVOPLLAAG_P,17
2014,DX14,BEVOPLLAAG_P,25
2014,DX13,BEVOPLLAAG_P,25
2014,DX20,BEVOPLLAAG_P,40
2014,DX21,BEVOPLLAAG_P,40
2014,DX22,BEVOPLLAAG_P,35
2014,DX17,BEVOPLLAAG_P,39
2014,DX18,BEVOPLLAAG_P,39
2014,DX16,BEVOPLLAAG_P,21
2014,DX19,BEVOPLLAAG_P,37
2014,DX02,BEVOPLLAAG_P,13
2014,DX01,BEVOPLLAAG_P,11
2014,ZX99,BEVOPLLAAG_P,
2015,ZX99,BEVOPLLAAG_P,
2015,DX08,BEVOPLLAAG_P,25
2015,DX12,BEVOPLLAAG_P,16
2015,DX13,BEVOPLLAAG_P,23
2015,DX10,BEVOPLLAAG_P,15
2015,DX11,BEVOPLLAAG_P,17
2015,DX07,BEVOPLLAAG_P,35
2015,DX09,BEVOPLLAAG_P,29
2015,DX18,BEVOPLLAAG_P,37
2015,DX16,BEVOPLLAAG_P,20
2015,DX15,BEVOPLLAAG_P,17
2015,DX20,BEVOPLLAAG_P,39
2015,DX19,BEVOPLLAAG_P,36
2015,DX14,BEVOPLLAAG_P,23
2015,DX17,BEVOPLLAAG_P,39
2015,DX21,BEVOPLLAAG_P,39
2015,DX22,BEVOPLLAAG_P,36
2015,DX06,BEVOPLLAAG_P,41
2015,DX02,BEVOPLLAAG_P,13
2015,DX05,BEVOPLLAAG_P,19
2015,DX03,BEVOPLLAAG_P,19
2015,DX04,BEVOPLLAAG_P,32
2015,DX01,BEVOPLLAAG_P,12
2016,DX13,BEVOPLLAAG_P,21
2016,DX19,BEVOPLLAAG_P,34
2016,DX14,BEVOPLLAAG_P,24
2016,DX16,BEVOPLLAAG_P,19
2016,DX17,BEVOPLLAAG_P,36
2016,DX15,BEVOPLLAAG_P,16
2016,DX18,BEVOPLLAAG_P,35
2016,DX20,BEVOPLLAAG_P,37
2016,DX22,BEVOPLLAAG_P,34
2016,DX21,BEVOPLLAAG_P,39
2016,DX02,BEVOPLLAAG_P,14
2016,DX04,BEVOPLLAAG_P,26
2016,DX01,BEVOPLLAAG_P,11
2016,DX03,BEVOPLLAAG_P,19
2016,DX05,BEVOPLLAAG_P,19
2016,DX10,BEVOPLLAAG_P,14
2016,DX08,BEVOPLLAAG_P,25
2016,DX09,BEVOPLLAAG_P,31
2016,DX07,BEVOPLLAAG_P,36
2016,DX12,BEVOPLLAAG_P,16
2016,DX06,BEVOPLLAAG_P,41
2016,DX11,BEVOPLLAAG_P,15
2016,ZX99,BEVOPLLAAG_P,
2010,DX02,BEVOPLMID_P,30
2010,DX01,BEVOPLMID_P,33
2010,DX03,BEVOPLMID_P,32
2010,DX15,BEVOPLMID_P,34
2010,DX11,BEVOPLMID_P,38
2010,DX14,BEVOPLMID_P,30
2010,DX12,BEVOPLMID_P,32
2010,DX17,BEVOPLMID_P,40
2010,DX13,BEVOPLMID_P,31
2010,DX16,BEVOPLMID_P,33
2010,DX07,BEVOPLMID_P,40
2010,DX08,BEVOPLMID_P,41
2010,DX06,BEVOPLMID_P,35
2010,DX04,BEVOPLMID_P,32
2010,DX09,BEVOPLMID_P,36
2010,DX10,BEVOPLMID_P,29
2010,DX05,BEVOPLMID_P,30
2010,DX20,BEVOPLMID_P,38
2010,DX22,BEVOPLMID_P,43
2010,DX21,BEVOPLMID_P,38
2010,DX18,BEVOPLMID_P,33
2010,DX19,BEVOPLMID_P,38
2010,ZX99,BEVOPLMID_P,39
2011,DX01,BEVOPLMID_P,33
2011,DX20,BEVOPLMID_P,40
2011,DX16,BEVOPLMID_P,32
2011,DX21,BEVOPLMID_P,39
2011,DX19,BEVOPLMID_P,39
2011,DX18,BEVOPLMID_P,33
2011,DX17,BEVOPLMID_P,41
2011,DX22,BEVOPLMID_P,43
2011,DX10,BEVOPLMID_P,29
2011,DX14,BEVOPLMID_P,30
2011,DX13,BEVOPLMID_P,31
2011,DX09,BEVOPLMID_P,36
2011,DX15,BEVOPLMID_P,34
2011,DX11,BEVOPLMID_P,37
2011,DX12,BEVOPLMID_P,33
2011,DX04,BEVOPLMID_P,31
2011,DX06,BEVOPLMID_P,35
2011,DX02,BEVOPLMID_P,29
2011,DX05,BEVOPLMID_P,30
2011,DX07,BEVOPLMID_P,40
2011,DX03,BEVOPLMID_P,31
2011,DX08,BEVOPLMID_P,41
2011,ZX99,BEVOPLMID_P,48
2012,DX07,BEVOPLMID_P,40
2012,DX09,BEVOPLMID_P,37
2012,DX06,BEVOPLMID_P,36
2012,DX03,BEVOPLMID_P,31
2012,DX05,BEVOPLMID_P,30
2012,DX08,BEVOPLMID_P,41
2012,DX04,BEVOPLMID_P,32
2012,DX02,BEVOPLMID_P,29
2012,DX01,BEVOPLMID_P,32
2012,DX21,BEVOPLMID_P,40
2012,DX19,BEVOPLMID_P,40
2012,DX20,BEVOPLMID_P,41
2012,DX17,BEVOPLMID_P,41
2012,DX18,BEVOPLMID_P,34
2012,DX22,BEVOPLMID_P,43
2012,DX11,BEVOPLMID_P,37
2012,DX13,BEVOPLMID_P,30
2012,DX14,BEVOPLMID_P,30
2012,DX10,BEVOPLMID_P,28
2012,DX15,BEVOPLMID_P,34
2012,DX16,BEVOPLMID_P,32
2012,DX12,BEVOPLMID_P,32
2012,ZX99,BEVOPLMID_P,30
2013,DX15,BEVOPLMID_P,33
2013,DX17,BEVOPLMID_P,41
2013,DX20,BEVOPLMID_P,43
2013,DX19,BEVOPLMID_P,39
2013,DX16,BEVOPLMID_P,33
2013,DX21,BEVOPLMID_P,39
2013,DX18,BEVOPLMID_P,35
2013,DX11,BEVOPLMID_P,36
2013,DX09,BEVOPLMID_P,38
2013,DX13,BEVOPLMID_P,29
2013,DX12,BEVOPLMID_P,32
2013,DX14,BEVOPLMID_P,30
2013,DX10,BEVOPLMID_P,28
2013,DX01,BEVOPLMID_P,31
2013,DX03,BEVOPLMID_P,31
2013,DX06,BEVOPLMID_P,37
2013,DX08,BEVOPLMID_P,42
2013,DX05,BEVOPLMID_P,30
2013,DX04,BEVOPLMID_P,32
2013,DX02,BEVOPLMID_P,29
2013,DX07,BEVOPLMID_P,40
2013,DX22,BEVOPLMID_P,43
2013,ZX99,BEVOPLMID_P,
2014,DX02,BEVOPLMID_P,30
2014,DX01,BEVOPLMID_P,31
2014,DX16,BEVOPLMID_P,33
2014,DX18,BEVOPLMID_P,35
2014,DX22,BEVOPLMID_P,44
2014,DX19,BEVOPLMID_P,39
2014,DX17,BEVOPLMID_P,42
2014,DX21,BEVOPLMID_P,41
2014,DX20,BEVOPLMID_P,42
2014,DX14,BEVOPLMID_P,30
2014,DX10,BEVOPLMID_P,28
2014,DX15,BEVOPLMID_P,34
2014,DX13,BEVOPLMID_P,30
2014,DX11,BEVOPLMID_P,35
2014,DX12,BEVOPLMID_P,31
2014,DX07,BEVOPLMID_P,42
2014,DX06,BEVOPLMID_P,38
2014,DX03,BEVOPLMID_P,31
2014,DX09,BEVOPLMID_P,37
2014,DX05,BEVOPLMID_P,30
2014,DX08,BEVOPLMID_P,42
2014,DX04,BEVOPLMID_P,32
2014,ZX99,BEVOPLMID_P,
2015,ZX99,BEVOPLMID_P,
2015,DX04,BEVOPLMID_P,30
2015,DX06,BEVOPLMID_P,39
2015,DX03,BEVOPLMID_P,27
2015,DX05,BEVOPLMID_P,28
2015,DX01,BEVOPLMID_P,28
2015,DX02,BEVOPLMID_P,26
2015,DX21,BEVOPLMID_P,40
2015,DX22,BEVOPLMID_P,41
2015,DX18,BEVOPLMID_P,34
2015,DX15,BEVOPLMID_P,33
2015,DX20,BEVOPLMID_P,41
2015,DX17,BEVOPLMID_P,40
2015,DX19,BEVOPLMID_P,39
2015,DX14,BEVOPLMID_P,28
2015,DX16,BEVOPLMID_P,30
2015,DX08,BEVOPLMID_P,45
2015,DX11,BEVOPLMID_P,33
2015,DX10,BEVOPLMID_P,24
2015,DX07,BEVOPLMID_P,42
2015,DX13,BEVOPLMID_P,28
2015,DX09,BEVOPLMID_P,34
2015,DX12,BEVOPLMID_P,28
2016,DX12,BEVOPLMID_P,27
2016,DX11,BEVOPLMID_P,33
2016,DX06,BEVOPLMID_P,39
2016,DX10,BEVOPLMID_P,22
2016,DX07,BEVOPLMID_P,42
2016,DX09,BEVOPLMID_P,33
2016,DX08,BEVOPLMID_P,39
2016,DX03,BEVOPLMID_P,28
2016,DX01,BEVOPLMID_P,26
2016,DX02,BEVOPLMID_P,26
2016,DX05,BEVOPLMID_P,25
2016,DX04,BEVOPLMID_P,35
2016,DX22,BEVOPLMID_P,43
2016,DX21,BEVOPLMID_P,39
2016,DX20,BEVOPLMID_P,44
2016,DX17,BEVOPLMID_P,40
2016,DX13,BEVOPLMID_P,28
2016,DX15,BEVOPLMID_P,32
2016,DX19,BEVOPLMID_P,38
2016,DX14,BEVOPLMID_P,27
2016,DX18,BEVOPLMID_P,36
2016,DX16,BEVOPLMID_P,31
2016,ZX99,BEVOPLMID_P,
2010,DX22,BEVOVERIGHH,125
2010,DX20,BEVOVERIGHH,172
2010,DX21,BEVOVERIGHH,208
2010,DX18,BEVOVERIGHH,118
2010,DX19,BEVOVERIGHH,102
2010,DX04,BEVOVERIGHH,244
2010,DX09,BEVOVERIGHH,201
2010,DX05,BEVOVERIGHH,587
2010,DX10,BEVOVERIGHH,382
2010,DX07,BEVOVERIGHH,182
2010,DX06,BEVOVERIGHH,214
2010,DX08,BEVOVERIGHH,91
2010,DX14,BEVOVERIGHH,254
2010,DX13,BEVOVERIGHH,219
2010,DX17,BEVOVERIGHH,90
2010,DX15,BEVOVERIGHH,143
2010,DX11,BEVOVERIGHH,86
2010,DX12,BEVOVERIGHH,535
2010,DX16,BEVOVERIGHH,53
2010,DX01,BEVOVERIGHH,332
2010,DX02,BEVOVERIGHH,292
2010,DX03,BEVOVERIGHH,204
2010,ZX99,BEVOVERIGHH,3
2011,DX02,BEVOVERIGHH,398
2011,DX07,BEVOVERIGHH,211
2011,DX04,BEVOVERIGHH,254
2011,DX06,BEVOVERIGHH,221
2011,DX03,BEVOVERIGHH,241
2011,DX08,BEVOVERIGHH,95
2011,DX05,BEVOVERIGHH,638
2011,DX15,BEVOVERIGHH,145
2011,DX14,BEVOVERIGHH,208
2011,DX11,BEVOVERIGHH,98
2011,DX13,BEVOVERIGHH,263
2011,DX10,BEVOVERIGHH,396
2011,DX12,BEVOVERIGHH,602
2011,DX09,BEVOVERIGHH,234
2011,DX18,BEVOVERIGHH,116
2011,DX16,BEVOVERIGHH,63
2011,DX17,BEVOVERIGHH,82
2011,DX21,BEVOVERIGHH,196
2011,DX19,BEVOVERIGHH,118
2011,DX22,BEVOVERIGHH,175
2011,DX20,BEVOVERIGHH,175
2011,DX01,BEVOVERIGHH,344
2011,ZX99,BEVOVERIGHH,3
2012,DX10,BEVOVERIGHH,386
2012,DX14,BEVOVERIGHH,262
2012,DX13,BEVOVERIGHH,235
2012,DX11,BEVOVERIGHH,111
2012,DX12,BEVOVERIGHH,607
2012,DX15,BEVOVERIGHH,163
2012,DX16,BEVOVERIGHH,62
2012,DX21,BEVOVERIGHH,179
2012,DX18,BEVOVERIGHH,128
2012,DX17,BEVOVERIGHH,94
2012,DX19,BEVOVERIGHH,106
2012,DX22,BEVOVERIGHH,153
2012,DX20,BEVOVERIGHH,212
2012,DX01,BEVOVERIGHH,367
2012,DX02,BEVOVERIGHH,351
2012,DX08,BEVOVERIGHH,96
2012,DX09,BEVOVERIGHH,234
2012,DX05,BEVOVERIGHH,649
2012,DX07,BEVOVERIGHH,219
2012,DX04,BEVOVERIGHH,296
2012,DX03,BEVOVERIGHH,240
2012,DX06,BEVOVERIGHH,246
2012,ZX99,BEVOVERIGHH,1
2013,DX22,BEVOVERIGHH,186
2013,DX08,BEVOVERIGHH,97
2013,DX06,BEVOVERIGHH,268
2013,DX05,BEVOVERIGHH,640
2013,DX03,BEVOVERIGHH,228
2013,DX02,BEVOVERIGHH,402
2013,DX07,BEVOVERIGHH,227
